Report generated on: 03-06-2023 12:08:31
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"","petroleum and other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-LKA-TBPD.A","        Sri Lanka","","","","","","","","0","0","0","0","0","0","-0.3","-0.4","-0.4","-0.3","-0.3","-0.4","-0.4","-0.3","-0.4","-0.4","-0.6","-0.5","-0.4","-0.4","-0.440865540715847","-0.473988957671233","-0.526400205479452","-0.550942327967123","-0.508","-0.554","-0.424","-0.637","-0.579","-0.535","-0.468","-0.268","-0.455","-0.526","-0.341","-0.248","-0.241","-0.251","-0.254","-0.257","-0.243","-0.26585118948254627"
"INTL.53-1-SDN-TBPD.A","        Sudan","","","","","","","","0","0","0","0","0","0","-0.2","-0.1","-0.0178846381188525","0.0176775936616438","0.0181801486","-0.3","0.1","0.1","-0.1","0","1.7923497267759563","4.77917808219178","9.8","68.7095890410959","186.98452990415313","210.83491484678905","240.49340430267398","271.8790397505918","344.8426612021858","352.407","381.3475890410959","466.76260273972605","479.74764644808744","485.65885479452055","488.1421397260274","454.81467397260275","94.48378087431695","136.2332397260274","116.01493835616438","110.51083424657534","107.30558469945355","104.07564600117016","69.05250314063926","71.62329833607306","66.4015421557377","68.74515622627982"
"INTL.53-1-SUR-TBPD.A","        Suriname","","","","","","","","0","0","0","0","0","1","2","2","3","4","3.9","3.5","5","5","6","7.028767123287671","7.497267759562842","5","7","10","9.58533174863388","9.496169566027397","9.496169566027397","9.461662262772602","9.461","9.439","11.018219178082191","12.960775342465753","15.290103825136612","15.497","14.925","15.636","15.512333333333334","14.622","14.795","15.536","15.55","15.531","15.525","15.519","15.042267759562842","14.33533808812179"
"INTL.53-1-SWE-TBPD.A","        Sweden","","","","","","","","-6.2","-4.3","-3.4","-3.7","0.057939890710388","0.3","2","2.5","2.4","1.6","1.6","0.9","1.3","1.115","0.7","2","2.1","1.8","1.9","2.3","1.56604918032787","2.07053698630136","3.50084657534246","4.11898356164383","4.608","3.95","5.27","7.272","8.9956","10.558800000000002","10.3125","10.3305","10.253","8.8059","11.535400000000001","12.613900000000001","12.5772","12.0435","14.0663","13.2469","13.1019","13.33665159997691"
"INTL.53-1-CHE-TBPD.A","        Switzerland","","","","","","","","1.1","1.3","1.1","1.1","1.3","1.6","1.7","1.6","1.4","1.2","1.2","1.4","1.2","1.442","1.6","1.6","1.7","2","2.2","2","1.70652732240437","1.81901369863013","1.9496904109589","1.6280602739726","3.361","3.322","3.955","3.504","3.6055","3.3688","3.117","2.994","2.4974","3.0225","2.9982","1.8899","1.1427","1.1635","1.1934","1.1922","1.1408","1.224109863297987"
"INTL.53-1-SYR-TBPD.A","        Syria","","","","","","","","164","166","160","167","170","178","190","226","260","337","385","491","478","557.341095890411","563.3219178082192","583.672602739726","601.0901639344262","579.5328767123287","572.1698630136987","558.1739726027397","546.7846653037377","513.3753537848767","519.7802048862686","510.16290105831234","488.06313387978145","463.79350410958904","438.8276821917808","411.87","400.5106038251366","400.49777534246573","416.4619616438356","370.3153424657534","167.7085081967213","73.22091780821918","30.798219178082192","36.399","35.11366666666667","24.383","30.768479452054795","37.34","54.45832240437159","79.08665331319852"
"INTL.53-1-TWN-TBPD.A","        Taiwan","","","","","","","","9","10","8","8","8","6","-2.2","0.0714944902","-2.7","-5.3","-5.4","-6.1","-4.6","-4.7","-4.3","-7","-6.4","-7","-7.1","-7.7","-6.37495073622676","3.60579525400038","8.36395939820798","7.89500975801637","10.597","15.719","20.708","26.283","15.5049","24.7877","23.6187","20.1726","22.6993","25.8934","25.4352","23.6072","22.2658","23.1624","23.4341","23.7594","22.4721","25.15603805217253"
"INTL.53-1-TJK-TBPD.A","        Tajikistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","1.3","0.8","0.6","0.7","0.6","0.6","0.5","0.5","0.3920243670819672","0.32903265301917806","0.3117799319342466","0.35477993193424656","0.253","0.2823150684931507","0.303","0.2833068493150685","0.2381201693989071","0.2223205205479452","0.219246","0.21909","0.19184590163934426","0.192","0.19821","0.17618643835616438","0.17474","0.31052","0.31045","0.31037","0.31068","0.31018146364968024"
"INTL.53-1-TZA-TBPD.A","        Tanzania","","","","","","","","0","0","0","0","0","0","0.0166217158904109","0.0782473605890411","0.0320238373046448","-0.2","-0.2","-0.1","-0.0018153290033115","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","0","0","0","0","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-THA-TBPD.A","        Thailand","","","","","","","","1.3","2.3","12","18","30","53","52","49","53","51","58","61","67","69.7010301369863","80.86986301369863","91.12602739726027","99.98415300546448","132.83835616438355","147.08767123287672","158.9013698630137","181.85319935849722","191.79247058465208","206.42176625381234","261.06521116774354","258.6098715846995","303.6530931506849","344.02234520547944","360.55195342465754","387.17796229508195","410.7629835616438","420.15366301369863","445.0469095890411","485.47056284153007","492.7751835616438","493.03984246575345","514.3807630136986","524.6818901639344","527.6620931506849","519.5000698630137","525.0202082191781","488.631918579235","460.59804743775123"
"INTL.53-1-BHS-TBPD.A","        The Bahamas","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TLS-TBPD.A","        Timor-Leste","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","51.90983606557377","94.42465753424658","107","93","102","98","88","100","108","70","45","45","30","21","15","23","14","14"
"INTL.53-1-TGO-TBPD.A","        Togo","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TON-TBPD.A","        Tonga","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TTO-TBPD.A","        Trinidad and Tobago","","","","","","","","214","243","183","163","173","178","166","156","156","153","149","152","140","140.00011506849316","137.8","138.04657534246576","136.9792349726776","131.03698630136986","129.82876712328766","138.41890410958905","140.10013630191804","132.72897211048198","144.1115835576","161.17100626457534","151.0373169398907","170.7504","179.41405479452055","156.5181808219178","156.6345819672131","152.90768767123288","145.66992739726027","114.73765205479452","105.51159562841531","103.45036712328768","101.51816438356164","96.19172054794521","97.22876721311475","101.36813835616438","89.97980267248553","84.81268296961109","78.62429172841576","81.62328915185576"
"INTL.53-1-TUN-TBPD.A","        Tunisia","","","","","","","","110","118","120","120","120","114","111","109","108","110","98","109","114","102.2","95.98493150684932","90.15068493150685","87.99453551912568","84.94794520547946","81.25205479452055","84.02328767123288","80.49892791688525","72.58098324536438","78.5501416315178","77.36913437795616","81.66729508196721","76.748","78.24035616438356","85.8867397260274","85.50711202185792","81.01081369863014","78.8695602739726","67.14014246575343","65.8292868852459","63.72494520547945","53.199260273972605","39.716","41.725","42.41320547945205","40.388021917808224","37.70013795846222","34.79866393442623","42.02238619787645"
"INTL.53-1-TUR-TBPD.A","        Turkiye","","","","","","","","41","44","46","41","40","40","45","48","46","53","70","85","81","72.82380821917808","71.2","66.17945205479452","66.1775956284153","67.51780821917808","66.15479452054795","58.4986301369863","51.41923224043714","46.82813698630139","47.08840205479452","45.8158239726027","42.9277650273224","45.96523287671233","45.04990410958904","45.842739726027396","48.43869945355191","53.600379452054796","55.59848630136986","54.61548630136986","55.9519306010929","55.56913561643836","55.67153287671233","61.16018904109589","62.81476775956284","64.38940273972602","70.09689452054795","75.1225589041096","78.42659945355192","84.39849594178786"
"INTL.53-1-TKM-TBPD.A","        Turkmenistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","110","90.60005479452055","87.21506849315068","82.29178082191781","89.80983606557378","106.01095890410959","126.1945205479452","154.66712328767125","156.63606871381398","167.8752976422793","192.56791644324386","200.00085095804383","213.9432349726776","196.64984931506848","177.2117808219178","180.73057534246576","189.33076284153006","197.5531191780822","215.58524707762555","225.44309589040995","246.22731038251302","255.7982118721461","263.16645410958847","277.8971931506849","265.5220885245902","270.1240066666666","269.1559362100456","251.51537666666667","240.0108464530552","252.72998070492432"
"INTL.53-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-VIR-TBPD.A","        U.S. Virgin Islands","","","","","","","","0","0","0","-1","-0.6","0.2","-5.5","-4.1","-3","-4.5","-0.8","0.6","0.4","0.1","8.4","10","12","12","14","13","14.6828743169399","14.334895890411","14.6522399486301","17.111235260274","17.619","17.579","17.623","16.868","16.645","16.767","14.396","16.553","8.085","0","0","0","0","0","0","0","0","0"
"INTL.53-1-UGA-TBPD.A","        Uganda","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-UKR-TBPD.A","        Ukraine","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","82","84.34246575342466","89.9","88","91.6","94.7","89.7","87.5","84.89139076552877","86.74805328590135","85.45992213379178","88.84416576511781","96.885","99.387","107.756","107.711","99.08491147540984","92.63980410958904","82.40674246575342","78.42943561643835","79.82397213114754","73.53974246575342","64.75313561643836","59.941813698630135","56.563037158469946","55.467882191780824","58.210242465753424","62.04572191780822","61.17640765027323","61.54828776007379"
"INTL.53-1-ARE-TBPD.A","        United Arab Emirates","1532.6575342465753","1678.9178082191781","1663.876712328767","1936.0846994535518","1999.054794520548","1830.8328767123287","1831.4657534246576","1708.7267759562842","1474.021917808219","1249.986301369863","1148.6301369863013","1145.9153005464482","1193.3972602739725","1330.0328767123287","1540.7260273972602","1565.068306010929","1860.1397260273973","2117.001093150685","2385.999687671233","2266.1464598390035","2304.916884931507","2343.041095890411","2395.449315068493","2439.3502732240436","2479.6246575342466","2518.5013698630137","2337.4465753424656","2572.325430291541","2500.040827871419","2386.833130925945","2660.8295788708656","2766.7446557377048","2844.6266575342465","2948.468630136986","2947.497","3045.9777273224045","2793.8243","2813.4896","3214.290482191781","3398.917857377049","3439.4606","3541.9293808219177","3676.0670547945206","3767.7945732240437","3723.6506821917806","3786.2396520547945","4130.048391061178","3780.3662101836217","3785.883804289888"
"INTL.53-1-GBR-TBPD.A","        United Kingdom","2","2","11.887671232876713","245.23224043715848","768.2520547945205","1082.3260273972603","1568.0438356164384","1621.967213114754","1811.1342465753426","2065.0219178082193","2291.2602739726026","2479.74043715847","2529.6575342465753","2539.1013698630136","2405.923287671233","2232.0491803278687","1801.9561643835616","1819.999912328767","1797.0010465753426","1825.3825136612022","2143.59097260274","2654.671232876712","2818.7643835616436","2892.03825136612","2814.8465753424657","2918.345205479452","2982.1643835616437","2567.023455737706","2594.693698630137","2562.0066698630135","2391.7282534246574","2074.3665655737705","1862.3614246575341","1691.752619178082","1690.6838356164383","1588.0667174863388","1501.5123712328766","1403.5470260273974","1159.0271616438356","998.7935021857924","921.9277835616439","910.3523575342466","1009.1588931506849","1066.117868852459","1053.4373593277714","1155.1758432762388","1180.1051849574565","1099.6656629360155","935.1360026819492"
"INTL.53-1-USA-TBPD.A","        United States","9207.953295890411","8774.205438356164","8374.736961643835","8131.639273224044","8244.5616","8707.440994520548","8551.534142465753","8596.625756830601","8571.572515068494","8648.53434520548","8687.64102739726","8878.950702185792","8971.377997260273","8680.142490410959","8348.978024657534","8139.6885109289615","7613.0767095890415","7355.307356164383","7416.545101369863","7171.124524590164","9601.95002739726","9413.013698630137","9399.934246575342","9444.382513661201","9460.594520547946","9278","8993.564383561645","9057.775957349726","8957.008215561644","8998.432876712326","8765.83287671233","8722.267950819672","8327.13702739726","8314.320495890412","8466.32037260274","8563.53169398907","9136.949257534246","9698.1130630137","10150.896002739726","11142.537295081967","12395.427780821918","14157.73210410959","15154.876602739727","14849.860792349727","15673.331663013698","17909.764","19471.199202739725","18609.48106010929","18981.243493150683"
"INTL.53-1-URY-TBPD.A","        Uruguay","","","","","","","","0","0","0","0","0","0","0.2","0.2","0.1","0.084541723134507","0.2","0.3","0.3","0.2","0.3","0","0.2","0.5","0.5","0.5","0.366193833377049","0.511377420029041","0.435027191863014","0.513487722860274","0.936","0.976","1.037","0.963","0.9621999999999999","0.6808000000000001","1.1993","1.3558","1.541","1.9043999999999999","2.1041","1.894","1.8991","1.401","1.4129","1.4281","1.3718","1.4628508419820676"
"INTL.53-1-UZB-TBPD.A","        Uzbekistan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","66","85.70012328767123","115.3972602739726","160.2835616438356","164.01967213114753","157.7027397260274","161.19452054794522","147.43972602739726","151.91619417387977","156.04376573958905","153.25574657318904","155.9955398737863","142.007","125.33301369863014","107.49608219178083","112.495","109.89790273224044","72.13686712328767","54.331009589041095","59.88322191780822","67.6692950819672","71.2992","65.63272191780823","61.33960684931507","54.08426830601093","47.24702328767123","44.15024931506849","41.33179863013699","39.18530546448088","37.52346046882157"
"INTL.53-1-VUT-TBPD.A","        Vanuatu","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-VEN-TBPD.A","        Venezuela","3365.9945205479453","2976.076712328767","2345.731506849315","2294.2131147540986","2238.0164383561646","2164.945205479452","2355.8301369863016","2168.3387978142077","2101.980821917808","1894.9287671232876","1800.9479452054795","1798.0601092896175","1677.1780821917807","1787.041095890411","1751.9506849315069","1903","1906.978082191781","2136.998920547945","2374.9984767123287","2370.780731266477","2633.99982739726","2796.0109589041094","2982.1369863013697","3174.96174863388","3517.9534246575345","3409.013698630137","3108.646575342466","3460.75880030429","3333.9883828614516","2924.204047719786","2581.428773380351","2855.1678907103824","2866.9303561643837","2746.5337123287673","2681.9923698630137","2700.9988","2708.232","2597.7774","2682.4397","2683.969","2682.5822","2684.0398","2577.4541452054796","2330.1895907103826","2066.046794520548","1539.3161178082191","927.7052712328767","552.8571579234973","613.9243055449448"
"INTL.53-1-VNM-TBPD.A","        Vietnam","","","","","","","","0","0","0","0","0","0","0.8","5","15","32","50","80","106","120.00094794520548","140.5068493150685","173.3013698630137","175.45081967213116","191.26027397260273","245.5945205479452","290","316.00000000000017","356.79942727945206","339.5945205479452","352.5068493150685","403.28688524590166","372","366.9945205479452","324.1205479452055","311.74590163934425","342.2682917808219","311.94725068493153","315.11156712328767","344.2301480874317","346.79001232876715","318.859497260274","369.445995890411","336.55252677595627","286.13048126279415","257.1890327423278","240.20555026737424","214.50454645704562","206.04667127485874"
"INTL.53-1-WAK-TBPD.A","        Wake Island","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ESH-TBPD.A","        Western Sahara","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-YEM-TBPD.A","        Yemen","","","","","","","","0","0","0","0","0","0","8.6","19","172","193","191","194","181","218.46849315068494","334.91917808219176","345.15890410958906","341.33715846994534","361.8164383561644","387.6684931506849","408.6506849315069","437.23130610407105","439.9749787087342","438.84049707607124","430.70944182771507","406.2411967213115","401.93454246575345","378.1761534246575","320.0391342465753","299.64244153005467","285.9569191780822","280.93997534246574","216.69254109589042","168.94857595628415","130.7800301369863","125.08070917808219","47.8272","18.49079180327869","32.2295","47.2322","62.73284246575342","58.49828306010929","57.09958303943764"
"INTL.53-1-ZMB-TBPD.A","        Zambia","","","","","","","","0","0","0","0","0","0","0.1","0.2","0.5","0.2","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0","0.00802107490710382","0.125792122767123","0.130212678290411","0.140047774591781","0.15","0.159","0.159","0.19","0.1343","0.1229","0.1443","0.1522","0.1611","0.1271","0.145","0.1318","0.1278","0.1331","0.1347","0.1366","0.1292","0.14129901343144388"
"INTL.53-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0.06","0","0","0.12","0.039","0.681","0.724","0.819","0.8","0.8","0.8","0.8","0.8"
